"EmployerName","Address","CompanyNumber","SicCodes","DiffMeanHourlyPercent","DiffMedianHourlyPercent","DiffMeanBonusPercent","DiffMedianBonusPercent","MaleBonusPercent","FemaleBonusPercent","MaleLowerQuartile","FemaleLowerQuartile","MaleLowerMiddleQuartile","FemaleLowerMiddleQuartile","MaleUpperMiddleQuartile","FemaleUpperMiddleQuartile","MaleTopQuartile","FemaleTopQuartile","CompanyLinkToGPGInfo","ResponsiblePerson","EmployerSize","CurrentName","SubmittedAfterTheDeadline","�..X","Y","objectid","pcds","oa11","laua","ward","lsoa11","msoa11","rgn"
"NIPPON EXPRESS (U.K.) LIMITED","Heathrow 360,
2 Millington Road,
Hayes,
Middlesex,
United Kingdom,
UB3 4AZ","1534130","52290",13.3,11.2,14.7,1.4,90.4,93.1,64.2,35.8,56.7,43.3,72.1,27.9,83.8,16.2,"https://uk.nipponexpress.com/","Andrew Lemar (General Manager)","250 to 499","NIPPON EXPRESS (U.K.) LIMITED",FALSE,-0.428367110731211,51.5019754954426,2410915,"UB3 4AZ","E00012402","E09000017","E05000337","E01002489","E02000523","E12000007"
"NLI OPERATOR LIMITED","Corinthia Hotel London, Whitehall Place,
London,
SW1A 2BD","6751277","55100",4.9,4.1,13.2,31.6,70,62.4,52.5,47.5,51.5,48.5,60.4,39.6,54.5,45.5,"","Brenda Buhagiar (Director of Finance)","500 to 999","NLI OPERATOR LIMITED",FALSE,-0.125281886354789,51.5062546587648,2238949,"SW1A 2BD","E00023936","E09000033","E05000644","E01004736","E02000977","E12000007"
"NO ORDINARY DESIGNER LABEL LIMITED","The Ugly Brown Building,
6a St Pancras Way,
London,
United Kingdom,
NW1 0TB","2509755","46420,
47710,
47721,
47910",15,-6.2,77.9,-17.2,60.9,57.2,44,56,35,65,30,70,38,62,"http://www.tedbakerplc.com/teds-responsibilities/gender-pay-gap-report","Toni Phillips-Munday (Ted's Coach)","1000 to 4999","NO ORDINARY DESIGNER LABEL LIMITED",FALSE,-0.132238956634388,51.5376693219565,1635421,"NW1 0TB","E00004750","E09000007","E05000143","E01000958","E02000184","E12000007"
"Nomura International PLC","1 Angel Lane,
London,
United Kingdom,
EC4R 3AB","1550505","64999",48.8,36.9,75.3,64.6,86.2,80.9,48.9,51.1,71,29,79.5,20.5,89.2,10.8,"http://www.nomuraholdings.com/company/group/europe/pdf/ukgpgr.pdf","Jonathan Lewis (Chief Executive Officer)","1000 to 4999","Nomura International PLC",FALSE,-0.089413338618014,51.5097405905673,757390,"EC4R 3AB","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"NOONAN SERVICES GROUP (UK) LIMITED","Ground Floor,
47 Paul Street,
London,
United Kingdom,
EC2A 4LP","5049403","81222,
81229",4.5,5.8,-212,-100,9.2,2.8,44.1,55.9,46.2,53.8,57.1,42.9,55.2,44.8,"http://www.noonan.co.uk","Maeve Coffey (HR Strategy & Transformation Director)","1000 to 4999","NOONAN SERVICES GROUP (UK) LIMITED",FALSE,-0.084388244664745,51.5240559190974,750925,"EC2A 4LP","E00008834","E09000012","E05009377","E01033708","E02000371","E12000007"
"North East London Nhs Foundation Trust","West Wing, CEME Centre,,
Rainham,
Essex,
RM13 8GQ","","1,
86210",41,15.4,0,0,0,0,14.2,85.8,11.9,88.1,17.6,82.4,25.2,74.8,"https://www.nelft.nhs.uk/about-us-equality-and-diversity","","5000 to 19,999","North East London Nhs Foundation Trust",FALSE,0.171121226410341,51.5186237095546,1916959,"RM13 8GQ","E00011821","E09000016","E05000321","E01002370","E02000491","E12000007"
"North Middlesex University Hospital NHS Trust","Sterling Way,
London,
N18 1QX","","1",23,9.7,-8.6,0,2.1,0.6,24.3,75.7,20.9,79.1,17,83,39.1,60.9,"http://www.northmid.nhs.uk/Equality-diversity-and-inclusion/Equality-reports","","1000 to 4999","North Middlesex University Hospital NHS Trust",FALSE,-0.073724527299255,51.6130962254414,1456207,"N18 1QX","E00007726","E09000010","E05000212","E01032574","E02006793","E12000007"
"NORTHERN TRUST MANAGEMENT SERVICES LIMITED","50 Bank Street,
London,
United Kingdom,
E14 5NT","4794949","64999",13.3,15.2,37.1,32.8,89.4,89.7,53.9,46.1,59.9,40.1,67.6,32.4,69.1,30.9,"https://www.northerntrust.com/gender-pay-gap","Mark Lacey (Chief Human Resources Officer - EMEA)","1000 to 4999","NORTHERN TRUST MANAGEMENT SERVICES LIMITED",FALSE,-0.018122671842334,51.5023879369181,726827,"E14 5NT","E00167121","E09000030","E05009323","E01032771","E02006854","E12000007"
"NORTHROP GRUMMAN UK LIMITED","2nd, Floor Clareville House,
26-27 Oxendon Street,
London,
SW1Y 4EL","5989428","82990",27.3,18,83,73.8,27.4,23.3,59.6,40.4,77.3,22.7,78.4,21.6,86.5,13.5,"http://northropgrumman.com/UKGenderPay","Andrew Tyler (Chief Executive, UK & Europe)","250 to 499","NORTHROP GRUMMAN UK LIMITED",FALSE,-0.131636453848331,51.5097822817598,2244304,"SW1Y 4EL","E00023929","E09000033","E05000644","E01004734","E02000977","E12000007"
"Norton Rose Fulbright LLP","3 More London Riverside,
London,
United Kingdom,
SE1 2AQ","OC328697","",17,23.8,36,31.6,36.7,27.2,25,75,41,59,47,53,46,54,"http://www.nortonrosefulbright.com/uk/about-us/uk-statements-and-reports/","Martin Scott (Managing Partner, Europe, Middle East & Asia)","500 to 999","Norton Rose Fulbright LLP",FALSE,-0.079612270343614,51.5042927162536,2006242,"SE1 2AQ","E00020255","E09000028","E05000548","E01004027","E02000809","E12000007"
"NORWEGIAN OSM UK LTD","150, Aldersgate Street,
London,
EC1A 4AB","9346296","78109",64.8,45.3,0,0,0,0,41.3,58.7,49.2,50.8,65.9,34.1,97.1,2.9,"","Jade Bishop (Head of HR)","1000 to 4999","NORWEGIAN OSM UK LTD",TRUE,-0.097371759228506,51.5193393544913,746344,"EC1A 4AB","E00166756","E09000001","E05009288","E01000001","E02000001","E12000007"
"Norwood Schools Ltd.","Broadway House,
80 - 82 The Broadway,
Stanmore,
United Kingdom,
HA7 4HB","516901","87200,
88910,
88990",-5.1,-0.5,-16.1,-66.7,5.7,4,34.1,65.9,27.1,72.9,27.1,72.9,21.3,78.7,"","Shona McBride (Director of Workforce)","500 to 999","Norwood Schools Ltd.",FALSE,-0.308485676669493,51.6183061951071,976167,"HA7 4HB","E00011133","E09000015","E05000303","E01002226","E02000433","E12000007"
"NOTTING HILL HOUSING TRUST","Bruce Kenrick House,
2 Killick Street,
London,
N1 9FL","IP16558R","",25.8,19.8,2.7,0,83.1,83.2,8.4,91.6,30.5,69.5,36.3,63.7,51.7,48.3,"https://www.nhhg.org.uk/jobs/equality-diversity-and-inclusion/gender-pay-gap-report/","Lee Trenaman (Pay, Benefits and Data Lead)","1000 to 4999","NOTTING HILL HOUSING TRUST",FALSE,-0.118023649865411,51.5320105710228,1445837,"N1 9FL","E00013488","E09000019","E05000368","E01002711","E02000574","E12000007"
"Nottingham Trams Limited","Evergreen Building North,
160 Euston Road,
London,
United Kingdom,
NW1 2DX","7644670","49311",2.5,3.1,26.3,25.6,1.3,5.5,69.7,30.3,84.6,15.4,87.9,12.1,84.6,15.4,"","Paul Robinson (Director and General Manager)","250 to 499","Nottingham Trams Limited",FALSE,-0.130376581643245,51.5278735606959,1635947,"NW1 2DX","E00004731","E09000007","E05000143","E01000956","E02000187","E12000007"
"NOVAE MANAGEMENT LIMITED","21 Lombard Street,
London,
United Kingdom,
EC3V 9AH","5745749","82990",47.2,45.4,75.3,61.1,74.8,68.5,42.2,57.8,50,50,63.3,36.7,81.8,18.2,"","Claire Butler (Senior HR Business Partner)","250 to 499","NOVAE MANAGEMENT LIMITED",FALSE,-0.087106069377668,51.5125266932236,755720,"EC3V 9AH","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"Nower Hill High School","George V Avenue,
Pinner,
Middlesex,
United Kingdom,
HA5 5RP","7690023","1,
85310",11.2,18.6,0,0,0,0,21,79,30,70,30,70,33,67,"http://www.nowerhill.org.uk/governors/2060.html","","250 to 499","Nower Hill High School",FALSE,-0.365120819599151,51.5907107282363,973748,"HA5 5RP","E00010793","E09000015","E05000292","E01002156","E02000447","E12000007"
"NPL MANAGEMENT LIMITED","National Physical Laboratory,
Hampton Road,
Teddington,
Middlesex,
United Kingdom,
TW11 0LW","2937881","96090",14.8,14,5.5,9.5,4,4.1,52,48,62,38,71,29,77,23,"http://www.npl.co.uk/publications","Peter Thompson (CEO)","500 to 999","NPL MANAGEMENT LIMITED",FALSE,-0.340775943679299,51.4238653428202,2389548,"TW11 0LW","E00019557","E09000027","E05000530","E01003888","E02000804","E12000007"
"NTT DATA UK LIMITED","2 Royal Exchange,
London,
United Kingdom,
EC3V 3DG","3085018","63990",19.5,24.7,41.9,28.5,41.2,28.8,62.2,37.8,71.6,28.4,86.5,13.5,82.7,17.3,"http://uk.nttdata.com/home/en/index.html","Pam Chase (UK VP Human Resources)","250 to 499","NTT DATA UK LIMITED",FALSE,-0.087671430589672,51.5134801503321,755601,"EC3V 3DG","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"Ntt Europe Ltd.","1 King William Street,
London,
England,
EC4N 7AR","2307625","46520,
61900,
62090,
63110",39,36.9,77.6,52.6,81.3,81.3,59.5,40.5,72,28,78.7,21.3,97.3,2.7,"https://www.eu.ntt.com/en/Footer/Gender_Pay_Gap_Reporting.html","Monte Davis (CEO)","250 to 499","Ntt Europe Ltd.",FALSE,-0.088417431912437,51.5125300925448,756898,"EC4N 7AR","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"NUCLEUS HOLDINGS LIMITED","76-78 Old Street,
London,
United Kingdom,
EC1V 9AZ","5771207","70100",17.4,18.6,18.2,22.2,100,100,30,70,29,71,40,60,53,47,"http://www.nucleus-global.com/Our-2017-Gender-Pay-Gap-report-UK-only.pdf","Daniel Bridges (Regional Director Europe & China)","250 to 499","NUCLEUS HOLDINGS LIMITED",FALSE,-0.094792765261848,51.5241445485521,749560,"EC1V 9AZ","E00013460","E09000019","E05000367","E01002706","E02000576","E12000007"
"NURSING 2000 LIMITED","85, - 87,
Streatham High Road,
London,
SW16 1PH","4249856","78109",28,14,0,0,0,0,37,63,22,78,50,50,33,67,"","Juan Londono (Financial Controller)","Less than 250","NURSING 2000 LIMITED",FALSE,-0.129137529584485,51.4310650183644,2230406,"SW16 1PH","E00015932","E09000022","E05000432","E01003155","E02000646","E12000007"
"Nursing and Midwifery Council","23 Portland Place,
London,
W1B 1PZ","","1",1.9,3.7,0,0,0,0,33,67,34,66,38,62,36,64,"https://www.nmc.org.uk/about-us/reports-and-accounts/gender-pay-gap-report/","","500 to 999","Nursing and Midwifery Council",FALSE,-0.145174495967314,51.5195653804632,2427787,"W1B 1PZ","E00024124","E09000033","E05000649","E01004765","E02000972","E12000007"
"NUSERVE LIMITED","New Bridge Street House, 30-34 New Bridge Street,
London,
England,
EC4V 6BJ","3331851","81210",0.5,-4.6,0,0,0,0,52.6,47.4,44,56,36.2,63.8,41.4,58.6,"https://nuserve.co.uk","Yvonne Duke (HR Director)","250 to 499","NUSERVE LIMITED",FALSE,-0.104037109370516,51.5126038097928,757879,"EC4V 6BJ","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"Nwlht Analytical LLP","The Halo Building,
1 Mabledon Place,
London,
England,
WC1H 9AX","OC369307","",7.6,7.3,9.3,0,15.7,8,20.6,79.4,23.8,76.2,31.8,68.2,37.5,62.5,"","Nicola Craig (Assistant Director Finance Projects)","250 to 499","Nwlht Analytical LLP",FALSE,-0.128120907485233,51.5280354354398,2484940,"WC1H 9AX","E00004666","E09000007","E05000141","E01000942","E02000190","E12000007"
"NYK GROUP EUROPE LIMITED","25 Canada Square,
Canary Wharf,
London,
England,
E14 5LQ","3452566","49410,
50200,
70100",39.5,39.9,49.8,48.7,96.6,95.3,23.5,76.5,49.3,50.7,52.9,47.1,88.4,11.6,"http://www.nykeurope.com","Graham Wood (Corporate Director - Human Resources)","250 to 499","NYK GROUP EUROPE LIMITED",FALSE,-0.018233769402508,51.5041434551354,726817,"E14 5LQ","E00167122","E09000030","E05009323","E01032771","E02006854","E12000007"
"Oasis Community Learning","75 Westminster Bridge Road,
London,
United Kingdom,
SE1 7HS","5398529","1,
85200,
85310",18.5,17.3,0,0,0,0,17,83,23.1,76.9,26.8,73.2,35,65,"https://www.oasiscommunitylearning.org/who-we-are/key-infomation","","1000 to 4999","Oasis Community Learning",FALSE,-0.111726384999001,51.4984832998176,2008202,"SE1 7HS","E00015185","E09000022","E05000416","E01003014","E02006801","E12000007"
"OATH (UK) LIMITED","Shropshire House,
11 - 20 Capper Street,
London,
United Kingdom,
WC1E 6JA","3462696","58190,
63120,
70100,
73120",23.5,23.3,53,33.7,93.8,93.5,33,67,53.6,46.4,63.5,36.5,72.5,27.5,"https://o.aolcdn.com/os/help/oathuk/gender-pay-report-oath-uk-ltd-2018.pdf","Stuart Flint (Director)","250 to 499","OATH (UK) LIMITED",FALSE,-0.135209591441736,51.522500886635,2484368,"WC1E 6JA","E00174653","E09000007","E05000129","E01000854","E02000191","E12000007"
"OAXACA LIMITED","117, Waterloo Road,
London,
SE1 8UL","5836870","56101",1,0.2,-73.5,-150,19.8,17.8,62,38,66,34,65,35,64,36,"https://www.wahaca.co.uk/wp-content/uploads/Gender-Pay-Report-2018-copy.pdf","Mark Selby (Director)","1000 to 4999","OAXACA LIMITED",FALSE,-0.110038289543883,51.5027186766971,2008723,"SE1 8UL","E00015202","E09000022","E05000416","E01003017","E02006801","E12000007"
"OCEANEERING INTERNATIONAL SERVICES LIMITED","100 New Bridge Street,
London,
United Kingdom,
EC4V 6JA","1023217","96090",17.7,22.2,0.4,-9.4,42,12,91.5,8.5,87.4,12.6,82.7,17.3,74.6,25.4,"http://www.oceaneering.com/datasheets/documents/2017-Gender-Pay-Gap-Report.pdf","Steven Cowie (Vice President & Country Manager)","1000 to 4999","OCEANEERING INTERNATIONAL SERVICES LIMITED",FALSE,-0.103998660635159,51.5135294452495,757925,"EC4V 6JA","E00000024","E09000001","E05009304","E01032739","E02000001","E12000007"
"OCTAVIA HOUSING","Emily House,
202-208 Kensal Road,
London,
W10 5BN","IP13991R","",28,21,60,42,41,33,16,84,22,78,40,60,41,59,"https://www.octavia.org.uk/assets/0001/2142/GENDER_PAY_GAP_REPORT_2017.pdf","Grahame Hindes (Chief Executive Officer)","250 to 499","OCTAVIA HOUSING",FALSE,-0.208141625730945,51.526020604524,2418643,"W10 5BN","E00175094","E09000020","E05009396","E01002852","E02000577","E12000007"
"OCTOPUS CAPITAL LIMITED","6th, Floor, 33 Holborn,
London,
EC1N 2HT","3981143","66120",38.1,40.3,75.6,71.9,97.9,98.3,39.3,60.7,46.3,53.7,59.3,40.7,82,18,"http://octopusgroup.com/","Simon Rogerson (Chief Executive Officer)","Not Provided","OCTOPUS CAPITAL LIMITED",FALSE,-0.10827156337477,51.5175372612628,747254,"EC1N 2HT","E00000026","E09000001","E05009305","E01032740","E02000001","E12000007"
"ODEON CINEMAS LIMITED","St Albans House,
57-59 Haymarket,
London,
United Kingdom,
SW1Y 4QX","1854132","59131,
59140",12.5,0.8,52.3,81.2,45.1,37.6,42,58,52,48,46,54,58,42,"https://www.odeoncinemasgroup.com/cr/odeon-gender-pay-gap-report/","Mark Way (President AMC Europe & Managing Director ODEON Cinemas Group)","1000 to 4999","ODEON CINEMAS LIMITED",FALSE,-0.132474942919096,51.5090132674732,2244423,"SW1Y 4QX","E00023935","E09000033","E05000644","E01004736","E02000977","E12000007"
"Ofcom","Riverside House,
2a Southwark Bridge Road,
London,
United Kingdom,
SE1 9HA","","1,
65300",11.7,12.1,11.3,8.3,53,49.1,47.5,52.5,55.4,44.6,59.5,40.5,64,36,"https://www.ofcom.org.uk/__data/assets/pdf_file/0014/112541/Equal-pay-and-gender-ethnicity-pay-audit-2017-18.pdf","","500 to 999","OFCOM PENSION TRUSTEE LIMITED",FALSE,-0.095253421197282,51.5079291241697,2008928,"SE1 9HA","E00166632","E09000028","E05000536","E01003935","E02000808","E12000007"
"OFFICE ANGELS LIMITED","Millennium Bridge House,
2 Lambeth Hill,
London,
United Kingdom,
EC4V 4BG","1985032","78200",-6.4,-3.3,-156.7,-73.5,7.6,92.4,19.1,80.9,22.7,77.3,17.4,82.6,17.8,82.2,"https://www.office-angels.com/gender-pay-gap","Richard Thompson (Regional Head of Human Resources)","1000 to 4999","OFFICE ANGELS LIMITED",FALSE,-0.097142354658599,51.5113590550857,757686,"EC4V 4BG","E00166757","E09000001","E05009309","E01032739","E02000001","E12000007"
"OFFICE HOLDINGS LIMITED","Classic House Martha's Buildings,
180 Old Street,
London,
United Kingdom,
EC1V 9BP","1764341","47721",8.6,2.6,22.6,22.1,59.5,50.4,32.7,67.3,38.1,61.9,48.2,51.8,42.6,57.4,"https://www.office.co.uk","Brian McCluskey (CEO)","1000 to 4999","OFFICE HOLDINGS LIMITED",FALSE,-0.090439473246817,51.5251708254796,749571,"EC1V 9BP","E00013455","E09000019","E05000367","E01002704","E02000576","E12000007"
"Office Of Rail and Road","1 Kemble Street,
London,
London,
WC2B 4AN","","1,
84110",12.8,27.2,19.3,9.6,75.9,70.4,64.9,35.1,59,41,80.5,19.5,69.2,30.8,"https://www.gov.uk/government/publications/orr-gender-pay-gap-report-and-data-2017","","250 to 499","Office Of Rail and Road",FALSE,-0.119702554424584,51.5136653008438,2487652,"WC2B 4AN","E00023958","E09000033","E05000644","E01004735","E02000977","E12000007"
"Officeteam Limited","Unit 4 C/O Oyezstraker,
500 Purley Way,
Croydon,
Surrey,
United Kingdom,
CR0 4NZ","5095978","46900",-1.4,-12.2,58.8,1,28,33,68.5,31.5,65.3,34.7,48.7,51.3,70.4,29.6,"","Pippa Maynard (Group Company Secretary)","500 to 999","Officeteam Limited",FALSE,-0.119152247108549,51.3673263920981,504484,"CR0 4NZ","E00005823","E09000008","E05000167","E01001167","E02000221","E12000007"
"Ofgem","9 Millbank,
London,
United Kingdom,
SW1P 3GE","","1,
84110",5.8,6.1,11.5,10.8,61,67,52,48,48,52,54,46,57,43,"https://www.ofgem.gov.uk/publications-and-updates/gender-pay-gap-ofgem-s-data","","500 to 999","Ofgem",TRUE,-0.125530044366794,51.4952964807531,2240523,"SW1P 3GE","E00023945","E09000033","E05000644","E01004733","E02000979","E12000007"
"OGILVY & MATHER GROUP (HOLDINGS) LIMITED","Sea Containers,
18 Upper Ground,
London,
England,
SE1 9RQ","45810","73110",24.7,24,57.2,37.5,32.4,31.4,40,60,40,60,53,47,63,37,"https://ogilvy.co.uk/","Michael Frohlich (CEO)","1000 to 4999","OGILVY & MATHER GROUP (HOLDINGS) LIMITED",FALSE,-0.088472572353313,51.5067396699062,2009059,"SE1 9RQ","E00019779","E09000028","E05000536","E01003929","E02000808","E12000007"
"OLD MUTUAL GLOBAL INVESTORS (UK) LIMITED","Millennium Bridge House, 2 Lambeth Hill,
London,
United Kingdom,
EC4P 4WR","2949554","64999",29,31,83,65,92,87,48,52,59,41,77,23,85,15,"https://www.oldmutualwealth.co.uk/globalassets/documents/careers/inclusion-diversity-and-the-gender-pay-gap.pdf","Paul Feeney (CEO, Old Mutual Wealth)","250 to 499","OLD MUTUAL GLOBAL INVESTORS (UK) LIMITED",FALSE,-0.112016550392871,51.5245669728896,757208,"EC4P 4WR","E00013578","E09000019","E05000370","E01002726","E02000575","E12000007"
"OLIVER BONAS LIMITED","Unit F, Davis Road Industrial,
Park, Davis Road,
Chessington,
Surrey,
United Kingdom,
KT9 1TQ","3799350","47190",9.6,1.4,18.1,27.7,45.9,42.6,13.5,86.5,17.9,82.1,15.7,84.3,18.5,81.5,"https://www.oliverbonas.com/","Anna Parfitt (HR Director)","Not Provided","OLIVER BONAS LIMITED",FALSE,-0.289893765283589,51.371200933833,1142312,"KT9 1TQ","E00015116","E09000021","E05000414","E01003000","E02000614","E12000007"
"OLIVER KAY LIMITED","Units 10-14 Cedar Way Industrial Estate,
Camley Street,
London,
United Kingdom,
N1C 4PD","3188157","46310",0.7,2.3,31.4,35.2,86.8,65.1,90.6,9.4,80.8,19.2,90.1,9.9,82.5,17.5,"http://www.oliverkayproduce.co.uk/images/Oliver%20Kay%20Pay%20Gap%20Report%202018.pdf","Stephen Oswald (CEO)","250 to 499","OLIVER KAY LIMITED",FALSE,-0.130685547969757,51.5403873641547,1457984,"N1C 4PD","E00004740","E09000007","E05000143","E01000958","E02000184","E12000007"
"OLIVER MARKETING LIMITED","151, Rosebery Avenue,
London,
England,
EC1R 4AB","4788967","73120",15.8,12.5,43.5,-7.1,15.4,13.2,48.5,51.5,52,48,62.2,37.8,59.2,40.8,"","Amina Folarin (Chief People Director)","250 to 499","OLIVER MARKETING LIMITED",FALSE,-0.10810883163896,51.5273726986689,748483,"EC1R 4AB","E00013572","E09000019","E05000370","E01002726","E02000575","E12000007"
"OLIVER WYMAN LIMITED","1 Tower Place West,
Tower Place,
London,
United Kingdom,
EC3R 5BU","2995605","96090",42.3,42,79,61,91.7,97.1,34.3,65.7,52.9,47.1,75.4,24.6,87,13,"http://www.oliverwyman.com/our-culture/inclusion-diversity/2017-UK-Gender-Pay-Gap-Report.html","Davide Taliente (Head of EMEA)","500 to 999","OLIVER WYMAN LIMITED",FALSE,-0.080221387591605,51.5089969000342,755103,"EC3R 5BU","E00000035","E09000001","E05009310","E01032739","E02000001","E12000007"
"OLSWANG SERVICES LIMITED","Cannon Place,
78 Cannon Street,
London,
England,
EC4N 6AF","6807217","82990",23.2,34.4,51,41.8,41.4,33.4,24.5,75.5,17,83,34.9,65.1,48.1,51.9,"","Stephen Millar (Managing Partner (CMS))","500 to 999","OLSWANG SERVICES LIMITED",FALSE,-0.090209370996006,51.5113812421237,756813,"EC4N 6AF","E00166755","E09000001","E05009292","E01032739","E02000001","E12000007"
"OMD EMEA LIMITED","85 Strand,
5th Floor,
London,
England,
WC2R 0DW","4094368","73110",35,28,52,38,44,31,26.8,73.2,38,62,43.7,56.3,65.7,34.3,"http://www.omd.com/emea/global-media-agency","Guy Marks (CEO)","250 to 499","OMD EMEA LIMITED",FALSE,-0.121487629272793,51.5102137079276,2490281,"WC2R 0DW","E00023931","E09000033","E05000644","E01004734","E02000977","E12000007"
"OMD GROUP LIMITED","85 Strand,
5th Floor,
London,
England,
WC2R 0DW","2078820","82990",5.7,4.4,47.6,0,96,96,42,58,45,55,45,55,46,54,"","Sue Henry (People Director)","500 to 999","OMD GROUP LIMITED",FALSE,-0.121487629272793,51.5102137079276,2490281,"WC2R 0DW","E00023931","E09000033","E05000644","E01004734","E02000977","E12000007"
